Filename;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Occluded
LINEMOD/ammeter/JPEGImages/27.jpg;LINEMOD/ammeter;275;114;432;213;0
LINEMOD/ammeter/JPEGImages/28.jpg;LINEMOD/ammeter;277;115;434;213;0
LINEMOD/ammeter/JPEGImages/29.jpg;LINEMOD/ammeter;278;116;435;214;0
LINEMOD/ammeter/JPEGImages/30.jpg;LINEMOD/ammeter;279;119;437;217;0
LINEMOD/ammeter/JPEGImages/31.jpg;LINEMOD/ammeter;281;125;438;223;0
LINEMOD/ammeter/JPEGImages/32.jpg;LINEMOD/ammeter;282;127;439;225;0
LINEMOD/ammeter/JPEGImages/33.jpg;LINEMOD/ammeter;284;141;443;238;0
LINEMOD/ammeter/JPEGImages/34.jpg;LINEMOD/ammeter;279;166;439;264;0
LINEMOD/ammeter/JPEGImages/35.jpg;LINEMOD/ammeter;285;181;445;278;0
LINEMOD/ammeter/JPEGImages/36.jpg;LINEMOD/ammeter;287;189;447;286;0
LINEMOD/ammeter/JPEGImages/37.jpg;LINEMOD/ammeter;291;190;451;287;0
LINEMOD/ammeter/JPEGImages/38.jpg;LINEMOD/ammeter;298;189;460;286;0
LINEMOD/ammeter/JPEGImages/39.jpg;LINEMOD/ammeter;301;187;464;286;0
LINEMOD/ammeter/JPEGImages/40.jpg;LINEMOD/ammeter;309;187;471;285;0
LINEMOD/ammeter/JPEGImages/41.jpg;LINEMOD/ammeter;314;187;479;286;0
LINEMOD/ammeter/JPEGImages/42.jpg;LINEMOD/ammeter;312;187;477;286;0
LINEMOD/ammeter/JPEGImages/43.jpg;LINEMOD/ammeter;314;191;480;291;0
LINEMOD/ammeter/JPEGImages/44.jpg;LINEMOD/ammeter;314;195;481;295;0
LINEMOD/ammeter/JPEGImages/45.jpg;LINEMOD/ammeter;324;200;493;302;0
LINEMOD/ammeter/JPEGImages/46.jpg;LINEMOD/ammeter;325;203;495;305;0
LINEMOD/ammeter/JPEGImages/47.jpg;LINEMOD/ammeter;327;207;498;309;0
LINEMOD/ammeter/JPEGImages/48.jpg;LINEMOD/ammeter;328;211;500;314;0
LINEMOD/ammeter/JPEGImages/49.jpg;LINEMOD/ammeter;331;213;504;316;0
LINEMOD/ammeter/JPEGImages/50.jpg;LINEMOD/ammeter;334;215;508;318;0
LINEMOD/ammeter/JPEGImages/51.jpg;LINEMOD/ammeter;337;216;512;320;0
LINEMOD/ammeter/JPEGImages/52.jpg;LINEMOD/ammeter;337;219;513;323;0
LINEMOD/ammeter/JPEGImages/53.jpg;LINEMOD/ammeter;334;221;511;325;0
LINEMOD/ammeter/JPEGImages/54.jpg;LINEMOD/ammeter;331;219;509;324;0
LINEMOD/ammeter/JPEGImages/55.jpg;LINEMOD/ammeter;329;215;506;319;0
LINEMOD/ammeter/JPEGImages/56.jpg;LINEMOD/ammeter;326;206;503;309;0
LINEMOD/ammeter/JPEGImages/57.jpg;LINEMOD/ammeter;322;201;498;304;0
LINEMOD/ammeter/JPEGImages/58.jpg;LINEMOD/ammeter;323;198;498;301;0
LINEMOD/ammeter/JPEGImages/59.jpg;LINEMOD/ammeter;322;203;495;305;0
LINEMOD/ammeter/JPEGImages/60.jpg;LINEMOD/ammeter;322;212;494;312;0
LINEMOD/ammeter/JPEGImages/61.jpg;LINEMOD/ammeter;321;219;490;319;0
LINEMOD/ammeter/JPEGImages/62.jpg;LINEMOD/ammeter;331;228;499;327;0
LINEMOD/ammeter/JPEGImages/63.jpg;LINEMOD/ammeter;325;239;492;337;0
LINEMOD/ammeter/JPEGImages/64.jpg;LINEMOD/ammeter;325;243;489;339;0
LINEMOD/ammeter/JPEGImages/65.jpg;LINEMOD/ammeter;317;241;480;336;0
LINEMOD/ammeter/JPEGImages/66.jpg;LINEMOD/ammeter;316;240;477;334;0
LINEMOD/ammeter/JPEGImages/67.jpg;LINEMOD/ammeter;313;238;473;331;0
LINEMOD/ammeter/JPEGImages/68.jpg;LINEMOD/ammeter;314;238;474;330;0
LINEMOD/ammeter/JPEGImages/69.jpg;LINEMOD/ammeter;309;234;466;324;0
LINEMOD/ammeter/JPEGImages/70.jpg;LINEMOD/ammeter;308;232;465;321;0
LINEMOD/ammeter/JPEGImages/71.jpg;LINEMOD/ammeter;307;230;463;318;0
LINEMOD/ammeter/JPEGImages/72.jpg;LINEMOD/ammeter;305;221;460;308;0
LINEMOD/ammeter/JPEGImages/73.jpg;LINEMOD/ammeter;306;218;461;305;0
LINEMOD/ammeter/JPEGImages/74.jpg;LINEMOD/ammeter;301;225;457;312;0
LINEMOD/ammeter/JPEGImages/75.jpg;LINEMOD/ammeter;297;227;451;314;0
LINEMOD/ammeter/JPEGImages/76.jpg;LINEMOD/ammeter;299;230;454;317;0
LINEMOD/ammeter/JPEGImages/77.jpg;LINEMOD/ammeter;303;236;458;323;0
LINEMOD/ammeter/JPEGImages/78.jpg;LINEMOD/ammeter;309;241;464;328;0
LINEMOD/ammeter/JPEGImages/79.jpg;LINEMOD/ammeter;313;247;469;335;0
LINEMOD/ammeter/JPEGImages/80.jpg;LINEMOD/ammeter;314;252;469;340;0
LINEMOD/ammeter/JPEGImages/81.jpg;LINEMOD/ammeter;308;251;464;337;0
LINEMOD/ammeter/JPEGImages/82.jpg;LINEMOD/ammeter;309;248;467;335;0
LINEMOD/ammeter/JPEGImages/83.jpg;LINEMOD/ammeter;302;243;459;331;0
LINEMOD/ammeter/JPEGImages/84.jpg;LINEMOD/ammeter;293;233;450;321;0
LINEMOD/ammeter/JPEGImages/85.jpg;LINEMOD/ammeter;292;224;449;312;0
LINEMOD/ammeter/JPEGImages/86.jpg;LINEMOD/ammeter;290;211;449;299;0
LINEMOD/ammeter/JPEGImages/87.jpg;LINEMOD/ammeter;291;205;448;293;0
LINEMOD/ammeter/JPEGImages/88.jpg;LINEMOD/ammeter;284;203;443;293;0
LINEMOD/ammeter/JPEGImages/89.jpg;LINEMOD/ammeter;281;202;440;293;0
LINEMOD/ammeter/JPEGImages/90.jpg;LINEMOD/ammeter;282;204;443;297;0
LINEMOD/ammeter/JPEGImages/91.jpg;LINEMOD/ammeter;285;211;446;305;0
LINEMOD/ammeter/JPEGImages/92.jpg;LINEMOD/ammeter;289;216;452;311;0
LINEMOD/ammeter/JPEGImages/93.jpg;LINEMOD/ammeter;297;215;460;311;0
LINEMOD/ammeter/JPEGImages/94.jpg;LINEMOD/ammeter;304;213;469;311;0
LINEMOD/ammeter/JPEGImages/95.jpg;LINEMOD/ammeter;306;213;474;312;0
LINEMOD/ammeter/JPEGImages/96.jpg;LINEMOD/ammeter;310;214;481;316;0
LINEMOD/ammeter/JPEGImages/97.jpg;LINEMOD/ammeter;314;216;488;319;0
LINEMOD/ammeter/JPEGImages/98.jpg;LINEMOD/ammeter;314;215;490;319;0
LINEMOD/ammeter/JPEGImages/99.jpg;LINEMOD/ammeter;312;207;490;312;0
LINEMOD/ammeter/JPEGImages/100.jpg;LINEMOD/ammeter;307;197;485;303;0
LINEMOD/ammeter/JPEGImages/101.jpg;LINEMOD/ammeter;300;192;478;298;0
LINEMOD/ammeter/JPEGImages/102.jpg;LINEMOD/ammeter;292;188;471;296;0
LINEMOD/ammeter/JPEGImages/103.jpg;LINEMOD/ammeter;296;177;473;284;0
LINEMOD/ammeter/JPEGImages/104.jpg;LINEMOD/ammeter;286;164;463;273;0
LINEMOD/ammeter/JPEGImages/105.jpg;LINEMOD/ammeter;296;148;473;257;0
LINEMOD/ammeter/JPEGImages/106.jpg;LINEMOD/ammeter;308;148;486;258;0
LINEMOD/ammeter/JPEGImages/107.jpg;LINEMOD/ammeter;319;150;496;260;0
LINEMOD/ammeter/JPEGImages/108.jpg;LINEMOD/ammeter;322;153;498;262;0
LINEMOD/ammeter/JPEGImages/109.jpg;LINEMOD/ammeter;328;159;504;268;0
LINEMOD/ammeter/JPEGImages/110.jpg;LINEMOD/ammeter;327;170;504;278;0
LINEMOD/ammeter/JPEGImages/111.jpg;LINEMOD/ammeter;330;175;507;283;0
LINEMOD/ammeter/JPEGImages/112.jpg;LINEMOD/ammeter;327;183;506;293;0
LINEMOD/ammeter/JPEGImages/113.jpg;LINEMOD/ammeter;329;184;509;297;0
LINEMOD/ammeter/JPEGImages/114.jpg;LINEMOD/ammeter;329;182;511;298;0
LINEMOD/ammeter/JPEGImages/115.jpg;LINEMOD/ammeter;326;178;508;296;0
LINEMOD/ammeter/JPEGImages/116.jpg;LINEMOD/ammeter;328;174;510;294;0
LINEMOD/ammeter/JPEGImages/117.jpg;LINEMOD/ammeter;323;172;506;292;0
LINEMOD/ammeter/JPEGImages/118.jpg;LINEMOD/ammeter;328;170;511;291;0
LINEMOD/ammeter/JPEGImages/119.jpg;LINEMOD/ammeter;329;169;512;289;0
LINEMOD/ammeter/JPEGImages/120.jpg;LINEMOD/ammeter;329;170;511;291;0
LINEMOD/ammeter/JPEGImages/121.jpg;LINEMOD/ammeter;329;171;511;293;0
LINEMOD/ammeter/JPEGImages/122.jpg;LINEMOD/ammeter;329;171;511;293;0
LINEMOD/ammeter/JPEGImages/123.jpg;LINEMOD/ammeter;328;171;508;295;0
LINEMOD/ammeter/JPEGImages/124.jpg;LINEMOD/ammeter;326;171;506;295;0
LINEMOD/ammeter/JPEGImages/125.jpg;LINEMOD/ammeter;322;173;501;297;0
LINEMOD/ammeter/JPEGImages/126.jpg;LINEMOD/ammeter;318;176;497;298;0
LINEMOD/ammeter/JPEGImages/127.jpg;LINEMOD/ammeter;317;179;495;300;0
LINEMOD/ammeter/JPEGImages/128.jpg;LINEMOD/ammeter;317;183;494;304;0
LINEMOD/ammeter/JPEGImages/129.jpg;LINEMOD/ammeter;315;187;492;307;0
LINEMOD/ammeter/JPEGImages/130.jpg;LINEMOD/ammeter;315;191;491;311;0
LINEMOD/ammeter/JPEGImages/131.jpg;LINEMOD/ammeter;314;194;489;314;0
LINEMOD/ammeter/JPEGImages/132.jpg;LINEMOD/ammeter;314;196;489;315;0
LINEMOD/ammeter/JPEGImages/133.jpg;LINEMOD/ammeter;312;198;486;316;0
LINEMOD/ammeter/JPEGImages/134.jpg;LINEMOD/ammeter;309;199;483;317;0
LINEMOD/ammeter/JPEGImages/135.jpg;LINEMOD/ammeter;312;201;485;318;0
LINEMOD/ammeter/JPEGImages/136.jpg;LINEMOD/ammeter;305;202;477;318;0
LINEMOD/ammeter/JPEGImages/137.jpg;LINEMOD/ammeter;303;199;475;313;0
LINEMOD/ammeter/JPEGImages/138.jpg;LINEMOD/ammeter;294;195;466;309;0
LINEMOD/ammeter/JPEGImages/139.jpg;LINEMOD/ammeter;285;191;456;303;0
LINEMOD/ammeter/JPEGImages/140.jpg;LINEMOD/ammeter;281;190;450;301;0
LINEMOD/ammeter/JPEGImages/141.jpg;LINEMOD/ammeter;279;192;448;302;0
LINEMOD/ammeter/JPEGImages/142.jpg;LINEMOD/ammeter;277;195;446;304;0
LINEMOD/ammeter/JPEGImages/143.jpg;LINEMOD/ammeter;273;195;442;305;0
LINEMOD/ammeter/JPEGImages/144.jpg;LINEMOD/ammeter;263;202;433;311;0
LINEMOD/ammeter/JPEGImages/145.jpg;LINEMOD/ammeter;267;204;436;314;0
LINEMOD/ammeter/JPEGImages/146.jpg;LINEMOD/ammeter;268;209;437;318;0
LINEMOD/ammeter/JPEGImages/147.jpg;LINEMOD/ammeter;271;215;440;324;0
LINEMOD/ammeter/JPEGImages/148.jpg;LINEMOD/ammeter;272;223;441;332;0
LINEMOD/ammeter/JPEGImages/149.jpg;LINEMOD/ammeter;271;228;441;337;0
LINEMOD/ammeter/JPEGImages/150.jpg;LINEMOD/ammeter;272;233;442;341;0
LINEMOD/ammeter/JPEGImages/151.jpg;LINEMOD/ammeter;269;236;439;344;0
LINEMOD/ammeter/JPEGImages/152.jpg;LINEMOD/ammeter;267;237;438;345;0
LINEMOD/ammeter/JPEGImages/153.jpg;LINEMOD/ammeter;261;238;433;347;0
LINEMOD/ammeter/JPEGImages/154.jpg;LINEMOD/ammeter;258;238;432;350;0
LINEMOD/ammeter/JPEGImages/155.jpg;LINEMOD/ammeter;262;239;437;352;0
LINEMOD/ammeter/JPEGImages/156.jpg;LINEMOD/ammeter;263;237;440;353;0
LINEMOD/ammeter/JPEGImages/157.jpg;LINEMOD/ammeter;268;236;447;353;0
LINEMOD/ammeter/JPEGImages/158.jpg;LINEMOD/ammeter;274;233;454;351;0
LINEMOD/ammeter/JPEGImages/159.jpg;LINEMOD/ammeter;275;230;457;350;0
LINEMOD/ammeter/JPEGImages/160.jpg;LINEMOD/ammeter;278;226;460;348;0
LINEMOD/ammeter/JPEGImages/161.jpg;LINEMOD/ammeter;279;224;461;346;0
LINEMOD/ammeter/JPEGImages/162.jpg;LINEMOD/ammeter;279;224;462;348;0
LINEMOD/ammeter/JPEGImages/163.jpg;LINEMOD/ammeter;278;222;462;348;0
LINEMOD/ammeter/JPEGImages/164.jpg;LINEMOD/ammeter;276;221;459;346;0
LINEMOD/ammeter/JPEGImages/165.jpg;LINEMOD/ammeter;274;218;458;343;0
LINEMOD/ammeter/JPEGImages/166.jpg;LINEMOD/ammeter;273;216;456;341;0
LINEMOD/ammeter/JPEGImages/167.jpg;LINEMOD/ammeter;274;215;457;340;0
LINEMOD/ammeter/JPEGImages/168.jpg;LINEMOD/ammeter;276;213;459;339;0
LINEMOD/ammeter/JPEGImages/169.jpg;LINEMOD/ammeter;278;212;460;338;0
LINEMOD/ammeter/JPEGImages/170.jpg;LINEMOD/ammeter;279;213;461;338;0
LINEMOD/ammeter/JPEGImages/171.jpg;LINEMOD/ammeter;282;213;463;338;0
LINEMOD/ammeter/JPEGImages/172.jpg;LINEMOD/ammeter;281;210;463;336;0
LINEMOD/ammeter/JPEGImages/173.jpg;LINEMOD/ammeter;282;208;464;333;0
LINEMOD/ammeter/JPEGImages/174.jpg;LINEMOD/ammeter;283;206;465;331;0
LINEMOD/ammeter/JPEGImages/175.jpg;LINEMOD/ammeter;283;203;464;328;0
LINEMOD/ammeter/JPEGImages/176.jpg;LINEMOD/ammeter;279;201;460;325;0
LINEMOD/ammeter/JPEGImages/177.jpg;LINEMOD/ammeter;278;196;459;321;0
LINEMOD/ammeter/JPEGImages/178.jpg;LINEMOD/ammeter;268;191;449;316;0
LINEMOD/ammeter/JPEGImages/179.jpg;LINEMOD/ammeter;273;191;454;316;0
LINEMOD/ammeter/JPEGImages/180.jpg;LINEMOD/ammeter;273;191;455;317;0
LINEMOD/ammeter/JPEGImages/181.jpg;LINEMOD/ammeter;276;193;458;319;0
LINEMOD/ammeter/JPEGImages/182.jpg;LINEMOD/ammeter;274;194;457;320;0
LINEMOD/ammeter/JPEGImages/183.jpg;LINEMOD/ammeter;273;196;457;323;0
LINEMOD/ammeter/JPEGImages/184.jpg;LINEMOD/ammeter;276;199;459;324;0
LINEMOD/ammeter/JPEGImages/185.jpg;LINEMOD/ammeter;281;200;464;324;0
LINEMOD/ammeter/JPEGImages/186.jpg;LINEMOD/ammeter;288;202;470;324;0
LINEMOD/ammeter/JPEGImages/187.jpg;LINEMOD/ammeter;284;198;466;319;0
LINEMOD/ammeter/JPEGImages/188.jpg;LINEMOD/ammeter;282;194;464;314;0
LINEMOD/ammeter/JPEGImages/189.jpg;LINEMOD/ammeter;280;190;462;310;0
LINEMOD/ammeter/JPEGImages/190.jpg;LINEMOD/ammeter;278;191;459;310;0
LINEMOD/ammeter/JPEGImages/191.jpg;LINEMOD/ammeter;275;189;456;308;0
LINEMOD/ammeter/JPEGImages/192.jpg;LINEMOD/ammeter;274;189;455;307;0
LINEMOD/ammeter/JPEGImages/193.jpg;LINEMOD/ammeter;273;190;453;307;0
LINEMOD/ammeter/JPEGImages/194.jpg;LINEMOD/ammeter;273;189;454;305;0
LINEMOD/ammeter/JPEGImages/195.jpg;LINEMOD/ammeter;274;189;456;306;0
LINEMOD/ammeter/JPEGImages/196.jpg;LINEMOD/ammeter;276;189;458;305;0
LINEMOD/ammeter/JPEGImages/197.jpg;LINEMOD/ammeter;278;190;460;307;0
LINEMOD/ammeter/JPEGImages/198.jpg;LINEMOD/ammeter;278;194;461;311;0
LINEMOD/ammeter/JPEGImages/199.jpg;LINEMOD/ammeter;278;200;460;316;0
LINEMOD/ammeter/JPEGImages/200.jpg;LINEMOD/ammeter;276;202;459;320;0
LINEMOD/ammeter/JPEGImages/201.jpg;LINEMOD/ammeter;273;206;456;324;0
LINEMOD/ammeter/JPEGImages/202.jpg;LINEMOD/ammeter;269;205;452;324;0
LINEMOD/ammeter/JPEGImages/203.jpg;LINEMOD/ammeter;266;204;449;323;0
LINEMOD/ammeter/JPEGImages/204.jpg;LINEMOD/ammeter;263;197;444;316;0
LINEMOD/ammeter/JPEGImages/205.jpg;LINEMOD/ammeter;260;185;441;305;0
LINEMOD/ammeter/JPEGImages/206.jpg;LINEMOD/ammeter;257;180;438;302;0
LINEMOD/ammeter/JPEGImages/207.jpg;LINEMOD/ammeter;248;174;427;299;0
LINEMOD/ammeter/JPEGImages/208.jpg;LINEMOD/ammeter;239;171;418;298;0
LINEMOD/ammeter/JPEGImages/209.jpg;LINEMOD/ammeter;228;171;407;301;0
LINEMOD/ammeter/JPEGImages/210.jpg;LINEMOD/ammeter;223;172;403;305;0
LINEMOD/ammeter/JPEGImages/211.jpg;LINEMOD/ammeter;219;176;399;311;0
LINEMOD/ammeter/JPEGImages/212.jpg;LINEMOD/ammeter;214;177;394;312;0
LINEMOD/ammeter/JPEGImages/213.jpg;LINEMOD/ammeter;202;173;382;309;0
LINEMOD/ammeter/JPEGImages/214.jpg;LINEMOD/ammeter;197;175;377;311;0
LINEMOD/ammeter/JPEGImages/215.jpg;LINEMOD/ammeter;185;176;366;313;0
LINEMOD/ammeter/JPEGImages/216.jpg;LINEMOD/ammeter;179;181;359;317;0
LINEMOD/ammeter/JPEGImages/217.jpg;LINEMOD/ammeter;171;189;351;324;0
LINEMOD/ammeter/JPEGImages/218.jpg;LINEMOD/ammeter;169;198;349;333;0
LINEMOD/ammeter/JPEGImages/219.jpg;LINEMOD/ammeter;164;204;344;338;0
LINEMOD/ammeter/JPEGImages/220.jpg;LINEMOD/ammeter;156;204;336;338;0
LINEMOD/ammeter/JPEGImages/221.jpg;LINEMOD/ammeter;146;205;325;337;0
LINEMOD/ammeter/JPEGImages/222.jpg;LINEMOD/ammeter;129;197;309;329;0
LINEMOD/ammeter/JPEGImages/223.jpg;LINEMOD/ammeter;122;188;302;318;0
LINEMOD/ammeter/JPEGImages/224.jpg;LINEMOD/ammeter;115;174;295;303;0
LINEMOD/ammeter/JPEGImages/225.jpg;LINEMOD/ammeter;112;162;292;291;0
LINEMOD/ammeter/JPEGImages/226.jpg;LINEMOD/ammeter;107;134;286;263;0
LINEMOD/ammeter/JPEGImages/227.jpg;LINEMOD/ammeter;100;128;279;258;0
LINEMOD/ammeter/JPEGImages/228.jpg;LINEMOD/ammeter;91;125;271;256;0
LINEMOD/ammeter/JPEGImages/229.jpg;LINEMOD/ammeter;84;122;264;254;0
LINEMOD/ammeter/JPEGImages/230.jpg;LINEMOD/ammeter;83;119;264;251;0
LINEMOD/ammeter/JPEGImages/231.jpg;LINEMOD/ammeter;80;114;261;247;0
LINEMOD/ammeter/JPEGImages/232.jpg;LINEMOD/ammeter;85;105;266;239;0
LINEMOD/ammeter/JPEGImages/233.jpg;LINEMOD/ammeter;84;102;266;235;0
LINEMOD/ammeter/JPEGImages/234.jpg;LINEMOD/ammeter;85;99;266;234;0
LINEMOD/ammeter/JPEGImages/235.jpg;LINEMOD/ammeter;83;95;265;230;0
LINEMOD/ammeter/JPEGImages/236.jpg;LINEMOD/ammeter;86;89;268;224;0
LINEMOD/ammeter/JPEGImages/237.jpg;LINEMOD/ammeter;95;84;276;219;0
LINEMOD/ammeter/JPEGImages/238.jpg;LINEMOD/ammeter;102;81;282;216;0
LINEMOD/ammeter/JPEGImages/239.jpg;LINEMOD/ammeter;111;79;290;214;0
LINEMOD/ammeter/JPEGImages/240.jpg;LINEMOD/ammeter;116;78;296;213;0
LINEMOD/ammeter/JPEGImages/241.jpg;LINEMOD/ammeter;124;78;302;213;0
LINEMOD/ammeter/JPEGImages/242.jpg;LINEMOD/ammeter;135;74;312;209;0
LINEMOD/ammeter/JPEGImages/243.jpg;LINEMOD/ammeter;145;69;322;205;0
LINEMOD/ammeter/JPEGImages/244.jpg;LINEMOD/ammeter;144;69;321;206;0
LINEMOD/ammeter/JPEGImages/245.jpg;LINEMOD/ammeter;153;75;329;211;0
LINEMOD/ammeter/JPEGImages/246.jpg;LINEMOD/ammeter;160;86;335;222;0
LINEMOD/ammeter/JPEGImages/247.jpg;LINEMOD/ammeter;166;90;341;227;0
LINEMOD/ammeter/JPEGImages/248.jpg;LINEMOD/ammeter;165;92;340;231;0
LINEMOD/ammeter/JPEGImages/249.jpg;LINEMOD/ammeter;169;99;344;239;0
LINEMOD/ammeter/JPEGImages/250.jpg;LINEMOD/ammeter;173;105;348;246;0
LINEMOD/ammeter/JPEGImages/251.jpg;LINEMOD/ammeter;176;107;350;249;0
LINEMOD/ammeter/JPEGImages/252.jpg;LINEMOD/ammeter;180;108;354;251;0
LINEMOD/ammeter/JPEGImages/253.jpg;LINEMOD/ammeter;179;106;353;251;0
LINEMOD/ammeter/JPEGImages/254.jpg;LINEMOD/ammeter;181;106;356;251;0
LINEMOD/ammeter/JPEGImages/255.jpg;LINEMOD/ammeter;181;108;355;254;0
LINEMOD/ammeter/JPEGImages/256.jpg;LINEMOD/ammeter;183;111;356;257;0
LINEMOD/ammeter/JPEGImages/257.jpg;LINEMOD/ammeter;188;117;361;263;0
LINEMOD/ammeter/JPEGImages/258.jpg;LINEMOD/ammeter;187;124;359;270;0
LINEMOD/ammeter/JPEGImages/259.jpg;LINEMOD/ammeter;185;131;358;277;0
LINEMOD/ammeter/JPEGImages/260.jpg;LINEMOD/ammeter;180;133;353;278;0
LINEMOD/ammeter/JPEGImages/261.jpg;LINEMOD/ammeter;182;133;355;279;0
LINEMOD/ammeter/JPEGImages/262.jpg;LINEMOD/ammeter;183;134;356;280;0
LINEMOD/ammeter/JPEGImages/263.jpg;LINEMOD/ammeter;192;131;365;277;0
LINEMOD/ammeter/JPEGImages/264.jpg;LINEMOD/ammeter;197;136;371;281;0
LINEMOD/ammeter/JPEGImages/265.jpg;LINEMOD/ammeter;206;143;379;288;0
LINEMOD/ammeter/JPEGImages/266.jpg;LINEMOD/ammeter;202;150;376;297;0
LINEMOD/ammeter/JPEGImages/267.jpg;LINEMOD/ammeter;202;157;377;304;0
LINEMOD/ammeter/JPEGImages/268.jpg;LINEMOD/ammeter;200;162;377;310;0
LINEMOD/ammeter/JPEGImages/269.jpg;LINEMOD/ammeter;200;169;378;318;0
LINEMOD/ammeter/JPEGImages/270.jpg;LINEMOD/ammeter;202;177;381;326;0
LINEMOD/ammeter/JPEGImages/271.jpg;LINEMOD/ammeter;200;177;381;328;0
LINEMOD/ammeter/JPEGImages/272.jpg;LINEMOD/ammeter;198;181;380;332;0
LINEMOD/ammeter/JPEGImages/273.jpg;LINEMOD/ammeter;192;179;378;332;0
LINEMOD/ammeter/JPEGImages/274.jpg;LINEMOD/ammeter;183;178;370;332;0
LINEMOD/ammeter/JPEGImages/275.jpg;LINEMOD/ammeter;177;174;366;328;0
LINEMOD/ammeter/JPEGImages/276.jpg;LINEMOD/ammeter;174;173;364;328;0
LINEMOD/ammeter/JPEGImages/277.jpg;LINEMOD/ammeter;170;173;362;328;0
LINEMOD/ammeter/JPEGImages/278.jpg;LINEMOD/ammeter;171;176;364;330;0
LINEMOD/ammeter/JPEGImages/279.jpg;LINEMOD/ammeter;167;180;361;333;0
LINEMOD/ammeter/JPEGImages/280.jpg;LINEMOD/ammeter;170;183;364;336;0
LINEMOD/ammeter/JPEGImages/281.jpg;LINEMOD/ammeter;172;189;367;341;0
LINEMOD/ammeter/JPEGImages/282.jpg;LINEMOD/ammeter;169;195;366;347;0
LINEMOD/ammeter/JPEGImages/283.jpg;LINEMOD/ammeter;164;198;361;349;0
LINEMOD/ammeter/JPEGImages/284.jpg;LINEMOD/ammeter;161;196;360;348;0
LINEMOD/ammeter/JPEGImages/285.jpg;LINEMOD/ammeter;154;194;355;344;0
LINEMOD/ammeter/JPEGImages/286.jpg;LINEMOD/ammeter;148;190;351;341;0
LINEMOD/ammeter/JPEGImages/287.jpg;LINEMOD/ammeter;145;188;351;339;0
LINEMOD/ammeter/JPEGImages/288.jpg;LINEMOD/ammeter;142;189;348;340;0
LINEMOD/ammeter/JPEGImages/289.jpg;LINEMOD/ammeter;139;187;348;337;0
LINEMOD/ammeter/JPEGImages/290.jpg;LINEMOD/ammeter;139;185;347;335;0
LINEMOD/ammeter/JPEGImages/291.jpg;LINEMOD/ammeter;139;184;348;335;0
LINEMOD/ammeter/JPEGImages/292.jpg;LINEMOD/ammeter;142;182;351;331;0
LINEMOD/ammeter/JPEGImages/293.jpg;LINEMOD/ammeter;146;181;356;329;0
LINEMOD/ammeter/JPEGImages/294.jpg;LINEMOD/ammeter;149;179;358;326;0
